cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
8202,Charleston,587297,45,South Carolina,SC,81.984863,83.16964,83.893532,84.508858,86.125885,86.566208,87.569397,87.846634,75.246994,76.628914,79.901459,80.607864,82.606995,83.135368,85.439026,85.778725,.26172403,.27535602,.31579113,.30866486,.31520963,.3053914,.36366096,.34967157,.21012895,.23025002,.2757425,.27163231,.31563631,.30741805,.33601296,.32563403,458764,391785,369830,340194,367423,363378,356243,322048
8300,Greenville,894291,45,South Carolina,SC,81.308578,82.110703,84.713905,85.209595,86.212708,86.596405,88.01358,88.248711,74.689178,75.584915,79.785286,80.356644,82.86525,83.298027,85.201424,85.500679,.1973922,.20064315,.21534009,.20734747,.25118682,.24250136,.29561794,.28767607,.1479203,.16243456,.19856477,.20462498,.23929088,.24076505,.26750645,.26418588,670320,632039,572325,470778,597178,603672,557332,446211
8401,Augusta,525842,13,Georgia,GA,81.193535,82.38327,83.475014,84.11776,84.992676,85.487556,87.749741,87.973305,74.192886,75.606743,78.434868,79.168068,81.986023,82.560829,84.344749,84.695663,.26465681,.27381647,.32020295,.32079354,.36741847,.35523492,.3798283,.36925361,.2217882,.24255158,.27160242,.2805016,.33554971,.33143803,.39703315,.38651848,417105,319100,308756,274498,318462,301195,304035,256891
8402,Washington,35518,13,Georgia,GA,81.229706,82.534348,82.797363,83.384819,86.471931,86.959183,88.779793,89.144676,75.467987,76.941261,78.851463,79.451233,83.831528,84.345963,85.258354,85.720909,.90625566,.88421178,1.2319182,1.2088412,1.3233608,1.2636498,1.1875297,1.1113129,.69066066,.6942026,.90612745,.8978259,1.1753727,1.1387647,1.2012639,1.1454458,34391,20064,16169,17311,28229,22049,15452,14729
8501,Fitzgerald,27415,13,Georgia,GA,82.497688,83.541786,84.378593,85.000877,84.021645,84.488113,85.002037,85.41732,73.710556,74.981895,78.077911,78.826355,79.462624,79.985397,84.322495,84.758514,1.1136346,1.069309,1.4907739,1.4313816,1.9080181,1.8419454,3.2069864,3.1322792,.75360876,.76529843,1.1562765,1.1412485,1.4741855,1.4575351,1.8903904,1.8255726,25091,14685,10553,6045,21658,15373,10141,5313
8502,Cordele,42098,13,Georgia,GA,80.721046,81.892822,82.123398,83.039711,85.089615,85.567116,87.604881,87.906334,73.034904,74.480843,79.107903,80.040962,81.407814,81.870102,83.282974,83.657951,.89076793,.88143045,1.1750679,1.137441,1.3464339,1.2898475,1.9671272,1.904392,.58028615,.59834272,.92814672,.91343224,1.1705068,1.142725,1.8677119,1.8367981,43878,23181,18886,11352,35690,24494,17828,9891
8503,Valdosta,241530,13,Georgia,GA,82.169113,83.173569,83.469627,83.972252,84.640762,85.019424,87.338303,87.726135,74.320221,75.42968,78.684654,79.276901,81.549797,81.999146,84.038963,84.480888,.36844215,.36054185,.46944007,.45436415,.62495452,.60692412,.69105548,.65465599,.28722206,.30582654,.43236977,.42880267,.53447515,.52513105,.6979205,.67334127,209425,132848,110248,74247,177592,136967,105623,68404
8601,Waycross,113122,13,Georgia,GA,81.279091,82.123741,83.738106,84.268044,84.591133,85.089806,85.233185,85.646988,74.148285,75.092018,78.368362,78.948853,80.819344,81.325195,81.301239,81.777863,.54279453,.53200781,.68896317,.66221792,.91332078,.87548715,1.2382091,1.1841379,.39012095,.3942177,.57167798,.56212747,.76510423,.75329858,1.1977724,1.1833943,103734,69208,51235,27908,93323,71329,47894,25230
8602,Brunswick,93044,13,Georgia,GA,80.576324,81.56192,83.492088,84.123299,85.156853,85.709732,87.021523,87.231308,73.453278,74.567963,77.629189,78.294731,81.13604,81.735367,84.193901,84.488358,.60694134,.58810204,.76350552,.73024023,.7806344,.74218446,.85001123,.81815934,.46231386,.46838272,.58598536,.58193803,.72289729,.70855725,.8871696,.86356318,80695,61483,55921,51136,65398,56344,52383,46193
8701,Hinesville,131279,13,Georgia,GA,81.072762,81.833626,82.685165,83.300758,85.134979,85.530899,87.200272,87.571915,73.626526,74.705009,77.881577,78.574059,80.573868,81.03566,80.193367,80.733131,.61432689,.60296488,.80296063,.77497053,.81982768,.79332328,1.1381291,1.0858696,.44286364,.4447549,.59570038,.59717077,.78179467,.77020454,1.0238726,1.0128109,93334,68110,60932,30956,71408,73998,61737,28128
8702,Statesboro,111346,13,Georgia,GA,82.792938,83.949051,82.89492,83.59845,86.216232,86.627106,87.2005,87.467972,73.909004,75.18837,79.247955,79.970398,81.100937,81.62429,84.505432,84.827614,.54892731,.53182679,.79246688,.76307642,.94361264,.90545738,1.1790583,1.1341852,.39331591,.40921375,.67734224,.66312701,.84097022,.82744622,1.0959109,1.0616394,92299,54844,45362,31874,75404,55385,44153,29628
8800,Savannah,434615,13,Georgia,GA,81.50309,82.603706,84.007378,84.674477,85.849022,86.216537,88.039467,88.34359,74.667587,75.952583,79.195938,79.951874,81.840828,82.281357,85.276596,85.647881,.30522573,.31224993,.36354053,.35196623,.38687912,.37377036,.32260472,.30724025,.2483844,.2641426,.32056287,.32206824,.3459571,.34080568,.33776242,.32431611,330847,278177,263792,276078,262376,249816,254398,250215
8900,Macon,386870,13,Georgia,GA,80.510689,81.761734,83.149834,83.963394,85.479218,85.952415,87.724648,88.044113,73.236534,74.649689,77.826607,78.733551,81.433357,82.009392,83.977921,84.425011,.32433045,.3395465,.40616402,.40027931,.37655169,.36408785,.43195826,.41358966,.24495706,.26972628,.32377815,.33270183,.37562662,.37274143,.43838376,.4241406,296455,235062,238892,201756,233491,222902,236269,187904
9001,Vidalia,108438,13,Georgia,GA,81.278625,82.160614,83.227142,83.870361,85.144905,85.771393,88.048065,88.20047,75.127228,76.063789,78.918213,79.61161,82.505325,83.137764,83.345268,83.540451,.49083656,.47665733,.80434197,.77172124,.87188244,.82195288,1.0110434,.98141944,.41467866,.41756532,.61801648,.61257201,.87376088,.84132981,1.1839833,1.1606873,97935,58947,44081,27268,82682,62431,42406,25072
9002,Milledgeville,83808,13,Georgia,GA,80.416992,81.766098,82.157829,83.119751,83.976585,84.536263,87.346382,87.562202,73.994164,75.473259,78.077667,79.004814,82.912666,83.457603,83.112892,83.45047,.69949526,.69507378,.77807754,.75625455,.93826419,.90925056,.93194938,.90840077,.50631404,.52047503,.64629602,.64757925,.78073037,.76357991,.99691939,.97619838,68645,48473,38745,29263,53695,47572,36188,25888
9003,Dublin,74610,13,Georgia,GA,81.481743,82.87249,82.866592,83.658257,86.671616,87.183319,85.965134,86.247269,74.112602,75.628319,78.493256,79.271225,80.467323,81.145103,83.969971,84.279373,.6716947,.65999198,.87590086,.84420288,.91056037,.86037606,1.5234259,1.4761816,.52612358,.54640174,.710639,.70509946,.85372937,.83442944,1.2016809,1.1702816,67110,42853,35614,23692,52806,44273,33612,21851
9100,Atlanta,3798017,13,Georgia,GA,81.753983,82.661293,84.284897,84.751045,85.67923,85.964653,87.710983,87.82872,76.394623,77.381302,79.573914,80.15654,82.313362,82.686157,85.155815,85.368217,.12285209,.16148615,.13033369,.14359951,.14177285,.14700463,.13238178,.13464627,.10551834,.13428421,.12174908,.13126287,.13356087,.13759257,.12680534,.12729624,2469404,2533533,2420333,3063314,2222050,2160879,2209872,3060530
9200,Griffin,135136,13,Georgia,GA,80.259277,81.440994,82.542412,83.192497,85.660614,86.205841,86.617462,86.923126,73.571739,74.857506,78.978752,79.640625,79.935837,80.570831,83.829575,84.148903,.4884792,.48416933,.57925826,.56187999,.64378279,.60745686,.89396924,.85933608,.36177012,.37399593,.49360186,.49029389,.57227951,.56586492,.78853422,.76800472,118470,92258,79770,48149,97635,95646,78906,43846
9301,Athens,212223,13,Georgia,GA,81.473175,82.315239,84.516396,84.953934,85.7444,86.101097,87.969673,88.158791,75.219566,76.116493,79.828171,80.314545,82.776886,83.155067,86.766327,86.988014,.47397715,.46124774,.58993721,.56855601,.61117822,.58598,.6842984,.66212177,.38301465,.38777351,.47991136,.47187734,.56833082,.55193901,.56964797,.54750407,139139,130133,122594,104830,121291,126595,118333,97831
9302,Toccoa,89228,13,Georgia,GA,83.125641,83.761246,85.173729,85.607162,86.864349,87.24958,87.362663,87.742012,74.759331,75.576485,79.683136,80.227287,82.099518,82.590927,82.795815,83.286552,.51106179,.494652,.63091123,.60212821,.80120319,.76188999,1.1433526,1.0718077,.43573111,.43929672,.59044755,.57997036,.82242364,.799981,1.1515924,1.1202966,78481,63119,49283,25706,70862,65620,45034,22731
9400,Gainesville,272150,13,Georgia,GA,82.245193,82.536453,85.577873,85.831627,86.346046,86.597099,87.319153,87.583054,75.581635,75.867035,80.286293,80.620071,82.581429,82.867889,84.699142,84.982086,.36897832,.35451198,.40797201,.38963684,.45771289,.43700501,.58407986,.55821246,.29219827,.29104057,.35968056,.35066673,.42275524,.41270527,.50099945,.48392189,209681,204144,194451,153423,199306,209258,188923,146142
9500,Talladega,148252,1,Alabama,AL,81.143768,82.121864,83.701035,84.379509,84.854141,85.303284,86.99498,87.446846,74.225212,75.375145,78.049759,78.78756,81.803017,82.309425,85.178215,85.629387,.455612,.44879541,.55759609,.53542709,.80173069,.77425975,.92414981,.87243855,.34397721,.35809788,.47898823,.47852045,.63026887,.61876231,.85151857,.81030983,120721,89028,71541,41146,103648,94784,71830,37188
9600,LaGrange,457299,13,Georgia,GA,80.504013,81.457695,83.897408,84.396935,85.005432,85.499451,86.957909,87.230171,74.005684,75.036606,78.675453,79.255409,81.852768,82.37397,84.136444,84.478043,.27001342,.27111989,.29693267,.28753009,.37588501,.36192477,.44795173,.43375003,.20767242,.22158907,.26746377,.2693131,.32177341,.32085001,.42209592,.41134924,372382,329998,309368,217724,313098,334068,312337,209470
9701,Columbus,303656,13,Georgia,GA,80.32193,81.567886,82.842659,83.592369,83.344055,83.920479,85.970551,86.406815,73.713448,75.176811,78.036201,78.88105,80.619888,81.269699,83.751213,84.287735,.34257993,.34946904,.42625564,.41969848,.52563989,.51418447,.63415533,.61183798,.27065411,.29035875,.35101819,.35759124,.45996046,.45576835,.5882495,.56802893,260636,189315,158020,115281,206108,184848,148189,107676
9702,Americus,65826,13,Georgia,GA,81.93705,83.35759,82.479866,83.362106,84.763596,85.335983,86.659775,87.255234,74.390633,75.893578,78.183731,79.054153,83.058495,83.583267,85.639755,86.174133,.73273027,.72187597,.96680743,.93602926,1.2189287,1.1801149,1.6607213,1.5645047,.56231707,.58167994,.81076735,.80773264,1.1038584,1.0780946,1.2250673,1.1584781,51205,29445,22389,13516,42010,30471,21235,11903
9800,Auburn,150911,1,Alabama,AL,81.580383,83.027924,82.824059,83.72448,83.805084,84.523376,86.918205,87.275749,74.594437,76.146423,78.444908,79.374519,82.636292,83.258331,86.045044,86.35273,.57356799,.56257784,.76664448,.73889589,.8662259,.83158374,.98359156,.943537,.45134273,.47329742,.60838228,.60752267,.8341068,.80518246,.76423997,.73407674,95789,72077,60117,56604,80156,69597,59278,52838
9900,Tallahassee,426634,12,Florida,FL,81.456551,82.415802,84.353584,84.950249,86.659187,87.03141,87.47596,87.705292,75.09391,76.145485,79.890831,80.567604,82.398338,82.848907,85.116943,85.405739,.33609018,.33541352,.365841,.35413557,.38795888,.37118077,.46132186,.4470329,.2576364,.27056053,.34824193,.34813416,.37495798,.3685548,.43959397,.42625093,275528,276009,240443,210741,254105,234181,225302,194290
10000,Panama City,172606,12,Florida,FL,81.527328,82.031868,83.540329,83.935196,85.66861,85.802856,85.997726,86.225044,75.427643,76.078835,78.909309,79.363991,82.264091,82.61599,84.230347,84.513512,.44036001,.42579177,.55410516,.5368433,.60411316,.58983946,.83347338,.80682868,.35947728,.36146253,.4377138,.43104532,.54836518,.53425783,.68718708,.66926563,143409,121884,111017,83423,134991,122696,110539,79103
10101,Bainbridge,43992,13,Georgia,GA,82.073845,83.153168,82.157791,82.886879,83.193985,83.832848,86.824219,87.24202,72.893585,74.14679,79.238365,79.952965,82.133026,82.71936,81.918671,82.366974,.86127901,.84010917,1.1913073,1.1535091,1.5109754,1.456916,1.8259023,1.7410328,.55316138,.56503856,1.041079,1.023486,1.2303199,1.1987543,1.7450831,1.7191765,39828,21927,17577,11117,32464,23026,16351,9947
10102,Thomasville,66396,13,Georgia,GA,81.952911,83.119789,83.061607,83.789207,86.846214,87.298752,85.016289,85.441872,75.91494,77.23423,78.786331,79.46685,83.625839,84.143112,86.729279,87.021019,.71035439,.69092727,.8341502,.80096269,1.047664,.99379182,1.8254764,1.7756367,.57767439,.57612544,.73874211,.73279482,1.0061653,.97629231,1.058333,1.0119134,60897,42641,33038,23213,50356,41495,30453,21104
10200,Albany,181765,13,Georgia,GA,81.083221,82.531769,83.379204,84.371681,85.637344,86.145111,87.850479,88.116379,74.969223,76.641342,78.425446,79.508873,80.421783,81.031235,84.507378,84.909584,.47125095,.48262653,.60207415,.5826934,.69990373,.67904699,.77378291,.75506979,.38044605,.40460959,.50162286,.49683839,.61267948,.60367942,.78796536,.76946449,152461,95694,82656,63363,116126,93816,80112,57370
10301,Eufaula,61458,13,Georgia,GA,82.71228,84.146591,83.928329,84.80925,86.379929,86.921478,88.99015,89.257751,75.166161,76.853821,77.90654,78.891937,80.167763,80.787277,84.346817,84.74865,.69951707,.68445468,1.0493244,1.0075107,.9693197,.92268276,1.2068164,1.1627343,.59873456,.61581337,.81197751,.8045457,1.0389649,1.0244758,1.3696376,1.3339565,57156,28679,21027,14306,45152,30648,20476,12767
10302,Dothan,223605,1,Alabama,AL,81.733376,82.575859,83.560387,84.049431,85.727379,86.054558,86.107254,86.461983,74.876678,75.886787,79.086395,79.67083,81.038597,81.491753,83.707672,84.146965,.38969135,.38220525,.46503025,.45048743,.54803365,.5283438,.64917302,.62074852,.30331591,.31418738,.41409829,.40908238,.47276521,.46927753,.6676383,.64634049,180789,141648,132272,93605,151265,142406,134310,86641
10400,Meridian,157091,28,Mississippi,MS,81.062668,82.346092,82.56839,83.362366,86.493652,86.981239,86.202988,86.313492,74.553711,76.051422,78.881554,79.693977,81.553246,82.166977,84.206261,84.389854,.45773789,.45580226,.60414135,.58793515,.69706529,.65852594,1.1438798,1.1209278,.36482209,.37782872,.50950444,.50683039,.60731828,.59292531,.88484424,.87077326,132450,89119,72799,45962,110400,91894,71534,42024
10501,Columbus,95083,28,Mississippi,MS,81.895805,83.233963,84.105171,84.771042,84.993126,85.646469,88.669144,88.87571,75.323586,76.923416,80.041458,80.798836,82.319878,83.006241,84.567673,85.00032,.69720244,.68638963,.84734172,.82350528,1.0876151,1.0357386,1.1237767,1.0898877,.55227548,.57887167,.72163659,.70989072,.84112197,.81294644,1.0750326,1.0372304,77393,46456,39675,25940,60426,51664,39944,23957
10502,Starkville,105093,28,Mississippi,MS,82.159187,83.399445,84.499992,85.304817,86.854424,87.288681,88.89389,89.223358,76.607399,78.044769,79.925644,80.779396,81.855026,82.375969,83.858101,84.394943,.66987312,.65925485,.75216329,.71814007,.93492472,.89926875,.91513789,.85767758,.55255437,.56088281,.72151119,.70928341,.93256015,.91522324,1.0016748,.96180618,75955,48365,40857,28751,61101,52550,39761,25932
10600,Jasper,161169,1,Alabama,AL,81.151939,81.711105,84.304955,84.730255,84.396271,84.825615,84.986305,85.292213,74.094208,74.730438,78.739922,79.244484,81.957558,82.382133,83.02433,83.357964,.40931976,.39269516,.49590105,.47519079,.67032152,.6451543,1.0599527,1.0199087,.30306286,.31256211,.4086743,.40519825,.56229889,.54775137,.94403297,.91744465,137204,109227,89000,43094,127488,117358,88017,39764
10700,Birmingham,1038182,1,Alabama,AL,80.764122,81.943214,83.863159,84.566483,85.391098,85.885101,87.235008,87.523918,74.145882,75.464539,78.545876,79.338074,81.564766,82.119545,84.464188,84.804749,.19791023,.21176559,.2226945,.22083254,.26280776,.25626707,.2756809,.26715812,.16212128,.18541998,.19861068,.20290941,.24408214,.24300869,.26709262,.26341039,699632,672067,615105,626946,581478,597363,586973,599915
10801,Tuscaloosa,261112,1,Alabama,AL,80.772888,82.198242,83.62883,84.443726,85.346107,85.907219,86.633507,86.95211,74.083961,75.694084,79.309769,80.182922,82.196472,82.790108,84.076828,84.468681,.38290769,.38662866,.48724428,.46675,.56583899,.54092145,.6577332,.63258159,.29993829,.32571137,.41550842,.41196305,.49177712,.48375657,.67568183,.65456647,199267,140662,126295,96895,160292,140046,126590,91964
10802,Demopolis,63233,1,Alabama,AL,82.27787,83.907784,85.396637,86.395622,86.133987,86.643929,87.192093,87.530334,74.486046,76.576103,79.752953,80.975197,80.149109,80.77771,83.761757,84.199409,.82157725,.80274838,1.0127673,.96915197,1.248472,1.2049234,1.38658,1.3424288,.57862252,.61464715,.93961626,.93052047,.99522835,.98876679,1.4586183,1.419288,53915,27351,21052,15487,41214,28739,23733,14267
10900,Pensacola,623252,12,Florida,FL,81.57373,81.966309,84.259315,84.53492,85.213676,85.486313,87.387268,87.562088,75.483971,76.120445,79.540176,80.025833,82.295128,82.675438,84.933754,85.238579,.26051414,.25649053,.28323567,.2764563,.32227814,.3128075,.35843924,.34898493,.19741067,.20250353,.2480118,.2492992,.29749414,.2950682,.31067297,.30170071,460828,421049,409876,329499,412220,411085,406343,310476
11001,Mobile,599405,1,Alabama,AL,81.787933,82.836052,83.905098,84.514313,85.250786,85.698509,87.232445,87.570488,74.701263,75.949501,79.65229,80.330658,82.005135,82.491623,83.904068,84.310905,.24049787,.24589418,.301007,.29368219,.33506721,.32228208,.39207533,.37609416,.19655155,.21808438,.25569803,.25708923,.3039327,.29976466,.37960169,.37043807,512114,377434,338431,269571,402220,379231,341481,254844
11002,Atmore,76853,1,Alabama,AL,83.105179,84.218315,84.406189,85.112259,85.689468,86.1297,84.996086,85.459198,74.544701,75.996445,78.685966,79.477081,80.581253,81.134819,80.921989,81.427811,.63679934,.61922783,.76245314,.72973549,.95565486,.91692322,1.515765,1.4595997,.5126211,.52410394,.73747587,.7311998,.87094462,.85678244,1.2238495,1.2115145,64319,41467,32290,19939,51224,45276,32792,18455
11101,Montgomery,367927,1,Alabama,AL,80.422913,81.881577,83.342377,84.039711,85.27314,85.826965,87.078514,87.448463,73.532501,75.212143,77.819115,78.679871,80.849304,81.472496,84.071671,84.51825,.32145393,.33627087,.39448717,.38603017,.43819085,.42047784,.44562984,.4286989,.24688227,.28269994,.32494229,.32847208,.39854717,.39708826,.42780057,.41883954,282922,233522,205419,183111,227443,208901,198837,171406
11102,Troy,80901,1,Alabama,AL,82.00444,82.897354,83.379616,83.99379,87.706757,87.995003,87.754662,88.06633,75.486389,76.51371,78.773239,79.477493,81.718102,82.168373,84.47937,84.859795,.59976453,.58184034,.74247319,.70991367,.86154228,.82209229,1.2407039,1.1828732,.48527381,.49118829,.65670967,.64514321,.94996381,.92898649,1.2556269,1.2157433,72982,50814,37706,22477,62655,54279,36476,20611
11201,Bluefield,199334,51,Virginia,VA,81.952652,82.405235,83.026505,83.498466,84.455353,84.936531,87.581383,87.76088,75.799072,76.307526,79.658424,80.115242,82.754562,83.181175,84.38662,84.659096,.40287048,.39311352,.53093392,.51165664,.7023223,.67083359,.82841623,.79475695,.29854709,.3014003,.4115409,.40474495,.55621809,.53679591,.84345132,.81521702,160679,132671,110105,51905,149498,137680,107577,48101
11202,Welch,53037,54,West Virginia,WV,80.923294,81.499496,83.784737,84.201897,85.468399,85.810463,83.792068,84.263535,74.760963,75.350754,78.84967,79.343277,81.896255,82.284523,88.050339,88.261986,.82671726,.79387695,1.2059025,1.1552621,1.4705346,1.3974339,3.2904317,3.1637433,.59100455,.58262819,1.0240409,1.0013564,1.4058237,1.3621587,2.9939857,2.8743966,38415,22968,19760,6540,38071,24407,20553,5825
11203,Big Stone Gap,84011,51,Virginia,VA,82.589188,83.010139,85.276115,85.604683,83.664917,84.067986,85.072563,85.280952,76.345795,76.840378,80.60746,81.041359,84.966255,85.2304,84.269875,84.523056,.63302648,.60877544,.77144903,.73253691,1.1305256,1.0899471,1.5390924,1.4891052,.48609725,.48136055,.74661982,.73201841,.94409156,.9105925,1.3196533,1.2774096,63986,49850,42554,18421,61746,52398,42029,17251
11301,Fredericksburg,241044,51,Virginia,VA,80.419266,81.055687,83.661774,84.048073,84.638817,85.058151,87.455353,87.643578,74.493744,75.354019,78.35997,78.935059,81.332199,81.836525,84.803123,85.095261,.51318145,.50424302,.53382039,.5184533,.51001638,.49068141,.42971757,.41638735,.38950261,.39349848,.40671378,.40444389,.43936118,.43096617,.42008331,.40945899,112701,144859,203560,297823,96640,135993,207649,298858
11302,Baltimore,2512431,24,Maryland,MD,80.389626,81.552727,83.123672,83.782394,85.143654,85.58358,87.642197,87.82518,74.297272,75.597176,78.846558,79.5905,81.717361,82.222351,84.958588,85.230812,.14258987,.18193176,.15007985,.15916723,.151336,.15188617,.14992923,.15072073,.12226582,.15340704,.13357753,.14599346,.13969514,.144508,.13608605,.13506727,1238038,1552082,1668747,2253482,1126386,1281688,1524111,2177116
11303,Colonial Beach,59342,51,Virginia,VA,82.233376,83.222099,84.206825,84.862129,85.597382,86.030342,86.63443,86.948357,75.522629,76.740494,78.636078,79.386139,83.006424,83.450562,84.64679,84.984612,.69150448,.66880494,.7885021,.75858462,.80945337,.77995199,1.15346,1.1121067,.55991119,.56626898,.64939511,.6469214,.81024593,.79443157,.8561573,.83039409,50040,42252,38988,32305,42283,41327,34940,26676
11304,Washington DC,4632415,11,District of Columbia,DC,82.501564,82.847771,84.072533,84.118988,85.511101,85.466072,87.896515,87.783173,77.467056,78.054184,79.647957,79.95591,82.125931,82.327072,85.852341,85.949318,.12822443,.1807909,.13000026,.17454357,.12091929,.15206112,.089437254,.11798573,.10635748,.14769158,.12366907,.15024394,.121883,.13970837,.078003019,.09356121,2000594,2503105,3069262,5747037,1975014,2207767,2638073,5611257
11401,Marquette,121919,26,Michigan,MI,81.324425,81.72831,85.060303,85.390938,87.23494,87.541016,87.804489,88.079033,76.333138,76.818932,81.062744,81.461929,83.860367,84.223679,84.852112,85.186523,.56663233,.55015248,.63378102,.61085564,.61737597,.58629435,.91976655,.87056118,.45649669,.45471409,.52005213,.50759709,.60375071,.58187515,.95360154,.92255878,77488,86481,99480,52218,71169,94099,101559,47609
11402,Marinette,114408,26,Michigan,MI,82.131729,82.565544,85.817795,86.101158,87.445221,87.707695,87.839737,88.15612,77.247498,77.692574,80.683182,81.094345,84.683838,85.012436,83.461967,83.883423,.54652089,.52517414,.59601206,.57111216,.63794541,.60405374,1.1313257,1.0722333,.44310096,.4374485,.49587366,.48660406,.60473967,.58755046,1.0301721,1.0012712,80483,91377,91364,38862,76040,105027,90006,35530
11403,Sault Ste. Marie,57510,26,Michigan,MI,81.899338,82.259964,83.621437,84.076469,87.221016,87.500626,87.972557,88.243347,76.101112,76.587616,82.210571,82.621948,83.185242,83.589867,86.601173,86.80619,.77849841,.74983412,.91621435,.8771385,.89918143,.85607576,1.4612261,1.3861985,.63987046,.6349436,.723391,.70049161,.89555037,.86965293,1.1751374,1.1341578,39057,39149,37176,16445,37581,41627,35247,14130
11500,Jackson,303839,26,Michigan,MI,80.692009,81.149673,84.045113,84.418098,85.637535,85.958984,87.132591,87.354012,75.571747,76.075493,80.059265,80.458374,82.852722,83.170959,84.200935,84.478806,.36518249,.36102602,.39338672,.38064757,.43448514,.41609672,.5217219,.50123596,.32648748,.3333959,.34537977,.34259433,.39123034,.38893142,.53195912,.52048999,175736,203952,230899,154166,154496,208734,231364,145382
11600,Detroit,5327827,26,Michigan,MI,79.52182,80.509537,83.20607,83.776665,85.255135,85.707741,86.98053,87.223053,73.803291,74.831718,78.921951,79.545097,81.678696,82.190186,84.24707,84.57563,.09450651,.11934394,.10182054,.1090491,.11376793,.11510765,.10877085,.11107825,.075339884,.10805807,.090226851,.10127778,.098103404,.10429272,.10403616,.10817907,2881296,3066443,3410000,3880282,2441300,2649195,3383739,3874232
11700,Lansing,447728,26,Michigan,MI,80.135391,80.42923,83.609772,83.974014,86.477371,86.759514,87.7593,87.90136,75.280754,75.623436,80.084404,80.470566,82.817902,83.167351,86.213928,86.390579,.35838321,.34981814,.3642821,.35421297,.36810687,.35395002,.41816354,.40718478,.30027726,.30011362,.30948287,.31062764,.33094865,.32751992,.34711701,.33868718,215378,284320,336838,293521,193421,257547,326628,275298
11800,Mount Pleasant,136888,26,Michigan,MI,81.674789,82.039482,84.350914,84.711517,86.223656,86.528412,88.990074,89.107361,75.257492,75.672554,81.016853,81.370621,82.105858,82.447632,85.627411,85.850822,.54411823,.52370071,.61175549,.58627355,.69112736,.66062295,.75790668,.7274009,.42958522,.42909861,.46966007,.46140638,.64351201,.63062346,.82734269,.8019101,84569,88926,83410,46951,76240,93176,79905,43127
11900,Saginaw,540707,26,Michigan,MI,81.226646,81.710678,84.041763,84.393532,86.329414,86.627686,87.378998,87.61483,74.755287,75.302162,80.546448,80.920448,82.298965,82.673813,84.148758,84.456833,.24804708,.24420771,.29882523,.29171634,.33258998,.32135177,.39609641,.38190845,.20581146,.21124886,.23370498,.23880406,.28876221,.28855601,.38351071,.37321883,353202,364837,371120,280676,293276,370932,365278,267675
12001,Big Rapids,120045,26,Michigan,MI,80.83847,81.296776,84.045746,84.476952,86.384956,86.727394,86.88401,87.179955,75.852997,76.321609,80.86364,81.295128,83.552071,83.937691,85.106194,85.451843,.52830607,.51675409,.59692121,.57342273,.67275995,.64154106,.96835858,.92415267,.38856906,.38992622,.49190462,.48205999,.60092944,.58079588,.93874604,.90323621,91294,94047,78661,38199,87239,99343,74588,34208
12002,Ludington,52801,26,Michigan,MI,81.863113,82.248573,84.115364,84.478348,86.181389,86.501099,88.601929,88.840469,76.667389,77.086945,80.147743,80.52581,82.896965,83.23513,87.46067,87.701004,.76260114,.73406851,.85378951,.8187173,1.057929,1.0172831,1.0820595,1.0218086,.63716942,.6295197,.75014877,.73456216,.85268021,.83024865,1.1487491,1.091958,40167,40019,38502,19404,36952,42822,36800,16962
12100,Kalamazoo,509606,26,Michigan,MI,80.377602,80.994247,84.427742,84.830276,85.816483,86.160805,87.622215,87.817398,75.301926,75.958443,79.728584,80.188728,83.469589,83.833221,85.525314,85.776421,.29470024,.28849083,.31549764,.30327025,.34784055,.33610654,.38768512,.37621528,.24901004,.25264737,.27833447,.27951023,.30468607,.3001287,.36275005,.35203919,280307,319982,353913,282865,254629,309732,343692,266285
12200,Grand Rapids,1286045,26,Michigan,MI,81.32148,81.78553,85.000671,85.242722,86.477921,86.756149,88.148094,88.367599,76.13092,76.621216,81.06105,81.345497,83.54438,83.855896,85.947113,86.20121,.21721944,.20861819,.21308637,.21115166,.22495034,.22268203,.24918614,.24382998,.1734262,.17918652,.1895058,.19355334,.20165907,.20411278,.23868617,.2338265,656104,836357,981364,708882,602767,850216,969794,676476
