cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
4502,Hazard,117919,21,Kentucky,KY,80.954987,81.429787,83.635193,84.078613,83.927582,84.349899,83.949318,84.257454,74.361748,74.850769,79.322922,79.772423,83.799576,84.140991,85.442696,85.651672,.61096454,.58853978,.87605524,.84043998,1.0344101,.99171048,1.5266142,1.477651,.39934072,.40099117,.67179608,.65552574,.88745391,.85406107,1.2124664,1.1656846,86390,59212,50625,22721,83798,60120,52441,21764
4601,Campbellsville,83451,21,Kentucky,KY,82.567924,83.009933,85.270927,85.622955,86.241112,86.633263,83.816788,84.281723,77.547668,78.025749,80.514816,80.920235,82.873283,83.309685,84.217827,84.582024,.55288386,.5320403,.83199811,.79579711,1.1978151,1.1434438,2.19964,2.1608191,.47264853,.47171307,.67771095,.6600492,1.0212023,.98338109,1.5306032,1.4756606,76001,60141,36130,13631,75783,58768,33000,12666
4602,Somerset,123981,21,Kentucky,KY,81.422363,81.847099,85.217903,85.567741,86.277145,86.608398,87.005768,87.384834,75.865898,76.335381,80.143585,80.581696,84.59053,84.898682,84.141708,84.497322,.49747208,.48187801,.6512633,.62169451,.90910232,.86511564,1.5010294,1.4232411,.37294698,.37712857,.53606796,.53085017,.78094727,.75550348,1.1806623,1.1340798,113156,83333,53049,23560,111904,83449,49201,21822
4701,Greenwood,84168,28,Mississippi,MS,81.354263,82.832581,84.482704,85.373825,85.915558,86.471573,85.482788,85.792938,75.142456,76.837585,79.005829,80.086372,80.878983,81.548599,85.31517,85.580559,.66650021,.66096026,.84519446,.80589849,.95566708,.90919161,1.4934247,1.4499553,.52134895,.54282838,.6789661,.67025626,1.0114081,.99244028,1.1576394,1.1276987,73442,42530,30383,18632,62296,43739,28305,16913
4702,Clarksdale,141711,28,Mississippi,MS,80.596413,82.065422,83.563492,84.235756,83.766312,84.340477,85.655853,86.230621,74.110634,75.762497,77.924057,78.721146,81.458336,82.020447,83.649452,84.211349,.52068144,.52491647,.68701792,.66926485,.85310984,.82593161,1.13782,1.0850866,.4103829,.43000534,.52736175,.52788007,.72677988,.71418232,.88627762,.85058177,117739,73698,51760,36671,100900,73600,49256,33108
4800,Greenville,146833,28,Mississippi,MS,79.183701,81.063934,81.455238,82.605545,83.988396,84.842163,86.391762,86.724205,74.493668,76.547241,76.954109,78.157402,80.107216,80.958786,83.682976,84.138222,.50550371,.55673766,.72233355,.71640378,.91305703,.8827154,1.312657,1.2773074,.38939744,.43587965,.58057171,.59226489,.80475026,.80378425,.97252023,.94669545,128193,62406,39871,28522,103471,59090,37195,25733
4901,Jackson,198166,47,Tennessee,TN,81.498131,82.490265,84.651443,85.267784,86.451515,86.863892,87.892365,88.296219,74.438202,75.561806,79.27813,80.001671,82.962791,83.438454,83.717377,84.244942,.40987882,.39921296,.46739322,.44984502,.57104552,.54771131,.70134437,.66057247,.32864976,.3366479,.42609042,.42007914,.48539898,.47308174,.77518255,.74849737,153823,141794,115130,68308,135494,135420,108925,63403
4902,Dyersburg,92131,47,Tennessee,TN,80.632172,81.689049,83.52285,84.096672,83.167053,83.775291,86.823486,87.159851,74.286461,75.488655,78.537697,79.180145,82.317612,82.845787,84.072388,84.445885,.64279437,.62611026,.73215038,.7050541,1.0708972,1.0377212,1.2582574,1.2035941,.46286204,.47028938,.62364209,.6176334,.79766822,.77722883,1.2414508,1.2059519,74841,60023,42814,20998,65246,62154,41395,19222
4903,Lexington,44884,47,Tennessee,TN,79.529045,80.195465,83.917511,84.254959,85.228699,85.651863,87.906204,88.140366,73.821487,74.483635,79.128822,79.524147,81.255051,81.722717,83.992393,84.324028,.76956326,.74126315,.85531801,.82047021,1.1795563,1.1204243,1.5278389,1.4546696,.55683327,.56248248,.71908665,.70296496,1.0657829,1.0375806,1.6716793,1.6208347,37256,34296,25433,10070,36247,35250,24036,8845
5000,Tupelo,197774,28,Mississippi,MS,82.043266,82.944633,84.487183,85.040771,85.483276,85.926041,87.56765,87.87365,75.300461,76.36219,79.623894,80.254265,81.662323,82.164536,83.981422,84.392754,.42091292,.40818852,.46558604,.44704327,.61413997,.5897252,.77007151,.73696065,.33061409,.33798137,.42001274,.41375557,.56795567,.55895197,.77407557,.7492522,170653,137914,111600,61497,151329,143064,107380,56972
5100,Corinth,129508,28,Mississippi,MS,82.19146,82.728806,83.809776,84.260391,86.537621,86.867279,86.960999,87.325256,74.483406,75.115944,79.36528,79.877396,81.213661,81.639648,82.057419,82.521004,.46895838,.4503223,.58484906,.5623824,.76691443,.72890693,1.0890491,1.0290279,.34462148,.34995553,.47955641,.47721282,.69988596,.68813413,1.0827461,1.0563054,104030,85993,64691,29894,98786,89762,62766,26989
5201,New Albany,54214,28,Mississippi,MS,81.283691,82.097359,85.742638,86.096077,86.483215,86.936142,88.49231,88.806015,75.39566,76.328415,79.489532,79.941727,80.873466,81.467674,82.536667,83.046516,.74553072,.71677762,.8921743,.8587116,1.1909726,1.1305106,1.6956046,1.5981283,.58155102,.58018821,.80080473,.78871351,1.0500277,1.0315036,1.8164303,1.7644417,42705,37315,27685,10651,42696,39730,26611,9557
5202,Memphis,1154338,47,Tennessee,TN,80.170761,81.763435,82.539902,83.4748,84.733803,85.342316,86.689095,87.009705,73.72847,75.445892,78.083153,79.080818,80.702972,81.387283,84.166542,84.559837,.1960063,.2533401,.21942367,.23608436,.24135233,.24307925,.27286828,.26812086,.14959,.20073001,.19620933,.2158668,.21198602,.21543148,.25188482,.24712728,840325,778164,644835,652509,706546,653447,604320,625190
5300,West Memphis,138746,5,Arkansas,AR,79.674683,81.226227,81.396896,82.344292,82.726776,83.320885,84.269798,84.816879,73.579346,75.23024,78.223122,79.168251,80.822876,81.406952,82.69622,83.237175,.477011,.4911736,.63007981,.6215018,.89417088,.87106347,1.2579694,1.2141902,.36179188,.38219523,.5304842,.52891392,.71109873,.69906491,.94340664,.91095555,119057,75454,51778,30843,97203,72875,48858,27677
5401,Bowling Green,164944,21,Kentucky,KY,80.583344,81.070946,83.469055,83.957451,84.083656,84.515175,87.198982,87.476624,75.545273,76.065979,79.562943,80.093826,81.782295,82.231422,85.04113,85.357948,.4520013,.44086316,.52778649,.5050838,.6851548,.65649897,.8203851,.78152692,.36591864,.36533681,.44786838,.44040751,.59908354,.58448392,.75178468,.71793759,119381,120373,105705,64333,112059,118649,103875,61857
5402,Glasgow,92394,21,Kentucky,KY,82.736343,83.217865,84.880188,85.291962,86.384247,86.744377,86.383667,86.68988,75.642395,76.198814,79.483002,79.933739,82.689606,83.108521,84.076469,84.40538,.54331851,.52315032,.74400264,.70815659,1.0535759,1.0029001,1.3903763,1.3245529,.40740788,.40819082,.60220927,.59019202,.93868399,.91032112,1.3136197,1.2689202,82499,65255,41675,17560,81718,64757,39364,16103
5500,Columbia,159374,47,Tennessee,TN,80.756554,81.320709,83.900352,84.402489,85.407707,85.860222,86.217735,86.595886,74.556969,75.195923,79.377098,79.930511,81.687943,82.17009,83.035461,83.44207,.45831215,.44450048,.48998323,.47168535,.59708452,.56554163,.82658583,.78509343,.34287488,.34699801,.43363971,.42981553,.55982107,.54854894,.74344403,.72208017,125696,128456,124599,70655,115396,128557,123664,66615
5600,Nashville,1246338,47,Tennessee,TN,80.599869,81.351784,83.391983,83.837128,85.401978,85.805664,87.391991,87.671051,74.575722,75.368286,78.927444,79.435196,82.236961,82.674873,84.919106,85.239845,.19631067,.1951825,.20954619,.20883688,.22674905,.22170986,.24840991,.2420591,.14627908,.15297031,.17542484,.1825725,.20217587,.20222126,.24003087,.23331198,770092,913905,894973,853295,751322,821877,853376,826332
5700,Tullahoma,130610,47,Tennessee,TN,80.637177,81.15239,84.440804,84.809998,86.001801,86.370964,86.547394,86.902893,74.269417,74.821358,79.175117,79.637901,82.377319,82.815361,83.035507,83.427635,.49936968,.48016134,.53515726,.50990427,.65472561,.62228405,.97635323,.92661715,.3669208,.37010473,.48846269,.48260343,.58920693,.57283199,.82308185,.79785973,97714,93964,87610,49679,90574,95121,87339,45127
5800,Dickson,138212,47,Tennessee,TN,81.002846,81.572769,83.814903,84.282417,84.682251,85.046906,87.331329,87.647705,74.260918,74.8908,78.311676,78.84156,82.402817,82.782814,84.308907,84.639984,.44768184,.4326376,.50948191,.49015644,.68681151,.658153,.91956037,.87285894,.33749926,.34107065,.40256062,.398727,.54898149,.53088725,.78890806,.75616682,122940,108554,90442,43250,112351,112201,88313,39008
5900,Clarksville,252059,47,Tennessee,TN,80.944687,81.547729,82.372421,82.784264,83.971199,84.37529,85.593803,85.793762,73.308075,74.167084,78.85408,79.358734,81.796455,82.254333,83.441292,83.747345,.42640263,.41517502,.48166761,.46906295,.57687515,.56141907,.81427491,.79106224,.30444896,.31431371,.39891061,.39426807,.47749102,.47063088,.76978278,.75101596,156497,161741,148802,77933,136161,166567,145808,71198
6000,Huntsville,519583,1,Alabama,AL,80.943344,81.682526,84.199478,84.74118,85.346992,85.680336,86.598953,86.869301,73.901207,74.784271,78.783333,79.417191,81.821503,82.23793,84.318031,84.653526,.2931444,.28656858,.30337691,.29460704,.33421773,.32477516,.3563436,.34492302,.21827051,.23063326,.26111409,.26720384,.29385793,.29150262,.32539159,.31717965,345482,333825,360948,407312,300734,315510,360019,394396
6100,Gadsden,304068,1,Alabama,AL,81.286842,81.851051,83.588623,84.001076,85.661095,86.032341,86.523544,86.836845,74.369911,74.965363,78.55674,79.011848,82.556938,82.958092,82.889229,83.274261,.30518377,.29851604,.36498877,.35343432,.46068847,.4428339,.68243408,.65008754,.22042778,.23089696,.29820642,.30307397,.43765339,.42888114,.62678111,.60885519,266104,214921,172011,94307,243603,223291,165482,86070
6200,Florence,230941,1,Alabama,AL,81.757492,82.311974,84.941353,85.355331,85.804863,86.188812,87.177979,87.568489,74.191872,74.856255,79.741417,80.241684,82.330421,82.738434,83.297195,83.744568,.35117617,.34155253,.41769841,.39657792,.54844671,.52337366,.73448557,.69469231,.2768259,.28572765,.36350819,.36154357,.47115904,.46281764,.65671122,.63293844,185777,157049,135497,79366,164840,160263,133158,73715
6301,McMinnville,84309,47,Tennessee,TN,80.950188,81.381508,83.319321,83.776863,86.400177,86.777306,85.729782,85.747681,74.730965,75.218056,79.613121,80.106697,81.752151,82.218651,84.038658,84.05117,.53016812,.51451987,.65884531,.63529682,.85745627,.81216031,1.4141139,1.3859085,.43431902,.43396208,.5505057,.54560632,.78171253,.75816703,1.4404167,1.4189701,75591,69726,47341,17768,74402,69692,44743,16204
6302,Cookeville,98362,47,Tennessee,TN,81.789047,82.205132,84.879395,85.173355,86.058479,86.366043,88.219894,88.360535,75.399681,75.861465,80.542633,80.902443,81.870323,82.272575,84.610779,84.878426,.51195455,.49384725,.61709052,.59021246,.76159137,.72340202,1.0997583,1.0634884,.38466686,.38589156,.56935805,.55287218,.76461059,.74841291,1.0717765,1.036878,88813,75799,56258,31388,85713,74308,52401,29076
6401,Chattanooga,490863,47,Tennessee,TN,81.048737,81.799622,84.374657,84.847076,86.116753,86.458374,87.480515,87.749016,74.437981,75.246979,79.220078,79.774963,81.863304,82.275566,85.014587,85.333305,.26638296,.26182017,.30204013,.29392242,.34633058,.33531561,.44293132,.42363605,.20550586,.21701406,.26590213,.2674534,.32031238,.31663024,.4319154,.41989383,367570,352041,313829,243742,321597,335549,298326,230739
6402,Crossville,104194,47,Tennessee,TN,82.928619,83.262321,85.535927,85.855492,86.085541,86.445236,86.889336,87.205818,76.162689,76.6091,80.930191,81.348442,83.754105,84.110405,84.715477,85.054924,.49215981,.47503182,.55360115,.52455527,.75648558,.71893096,1.152841,1.0979927,.39977708,.40002906,.49660262,.48762959,.62672263,.61034179,1.0825197,1.0415184,97063,83333,57610,28770,93010,80464,51600,24484
6501,Ellijay,43254,13,Georgia,GA,82.460068,82.853897,85.697937,85.984978,83.366013,83.862656,88.649948,88.777496,76.872025,77.291115,81.205833,81.604401,82.114677,82.506523,84.107368,84.300186,.79320842,.75697267,.83353394,.79095292,1.3636419,1.3199829,1.3650191,1.311682,.63587356,.62852371,.81420863,.78933114,1.0272447,.99172765,1.3500774,1.3132653,43321,32924,26218,16023,41196,32442,23681,13910
6502,Cleveland,203077,47,Tennessee,TN,81.662148,82.148514,83.713936,84.065376,85.036385,85.426018,87.444168,87.672371,75.165932,75.690025,79.71579,80.115295,82.583916,82.950661,82.840118,83.169693,.36529657,.35470861,.45342958,.43961096,.57103628,.54767662,.74753278,.71529889,.29977536,.29977778,.37452284,.37161022,.49106652,.4776741,.70098877,.68570793,171677,157080,130559,73128,159358,160466,128691,67720
6600,Rome,418304,13,Georgia,GA,81.024452,81.513969,83.041084,83.470467,85.19751,85.56855,86.420441,86.70517,74.595268,75.078545,78.724243,79.159554,81.646103,82.017532,84.425049,84.697052,.28896371,.28423658,.32396713,.31084165,.39468965,.3787981,.55636185,.53087771,.21503651,.22465393,.28536841,.28675908,.36539,.3632327,.48426816,.4710736,324536,304434,252567,156228,307926,317688,247723,146639
6700,Tampa,2395997,12,Florida,FL,81.802513,81.791512,83.759621,83.767151,85.886124,85.932549,87.599449,87.671005,75.693626,75.806061,79.2416,79.340927,81.976532,82.121002,84.712822,84.873909,.11809458,.11758744,.1398581,.13810462,.16846216,.16514507,.18332767,.18233085,.09221486,.095537677,.12689573,.13013434,.15736046,.15721163,.18391001,.18119913,1869928,1801975,1484719,1294598,1834416,1588183,1361737,1261761
6800,Lakeland,598228,12,Florida,FL,81.647705,81.870049,83.578995,83.812874,85.125923,85.281616,87.124001,87.307297,76.01133,76.288139,79.421585,79.692268,82.019318,82.238197,83.949905,84.207634,.22294161,.21727973,.27719575,.26970193,.33448771,.32591495,.40932214,.39412212,.18236353,.18410213,.2361016,.23474656,.29008773,.28397447,.4183473,.40695873,507137,437599,349606,219225,474814,428783,326966,196789
6900,Sarasota,763795,12,Florida,FL,82.429924,82.721573,84.948959,85.242424,86.605499,86.794632,87.699547,87.935783,76.63073,76.955246,80.57222,80.915779,83.141464,83.403656,85.691803,85.949493,.19735835,.19339231,.21072592,.20658055,.22841159,.22506303,.25203592,.24336982,.16725524,.17079079,.20008244,.20329852,.22219989,.22004555,.23069665,.22718653,593208,601713,529541,478115,570930,528413,448725,411739
7000,Miami,3955969,12,Florida,FL,85.773354,84.187195,85.773216,84.194641,86.373291,85.035103,87.535141,86.580475,79.955139,78.263916,81.594574,80.024429,82.793205,81.490387,85.136375,84.25071,.088624664,.28794342,.12062985,.30960259,.1577711,.2956987,.16224015,.25370282,.080613375,.24001612,.11705378,.24462441,.15106001,.24709372,.14397818,.21242362,3847299,2563889,1797427,1813041,3730914,2407826,1665873,1848922
7100,Port St. Lucie,1533306,12,Florida,FL,83.255875,83.339241,84.763298,84.834419,86.536926,86.640968,88.085175,88.234108,77.808105,77.995514,80.334579,80.471275,82.500427,82.669342,85.368835,85.56913,.15328452,.15246862,.18030043,.17626224,.18834351,.18479034,.17933294,.1766797,.1284152,.13083257,.16371514,.16353065,.20384964,.20008029,.17198177,.16884875,1163677,1053493,917982,1024857,1146581,961918,823407,956058
7200,Cape Coral,692265,12,Florida,FL,82.940826,83.020836,84.898361,84.999962,85.967613,86.17321,87.818703,88.03186,77.700272,77.815224,80.513252,80.618652,82.800911,83.039658,85.494492,85.73687,.22603816,.22023574,.24413559,.23900022,.25433463,.24695604,.22797,.22201452,.18377802,.18331322,.21845195,.21927494,.23832673,.23590025,.2200972,.2152987,568414,543342,479514,512960,575188,506333,417972,442925
7300,Palm Bay,589177,12,Florida,FL,82.213737,82.454269,83.968948,84.273544,85.999519,86.188126,87.573456,87.677406,75.951805,76.351807,79.809868,80.193993,81.987228,82.297966,84.726875,84.94899,.23746504,.2305942,.2762163,.2684944,.28327402,.27598509,.30788738,.29967466,.20052068,.20235559,.24357104,.24458899,.28435522,.27846131,.30881107,.30292815,458011,435899,421004,380640,419516,402541,407911,356504
7400,Orlando,1697906,12,Florida,FL,83.435188,83.03199,85.286293,84.983688,86.435654,86.276863,87.928658,87.85144,77.727951,77.453018,80.785187,80.594193,83.16819,83.107224,85.203453,85.243889,.15680203,.17547379,.17045806,.17868333,.19735372,.19840172,.23063192,.23018606,.12698874,.13432428,.15973639,.16109629,.18811727,.18734637,.22163123,.2188773,1461891,1299133,1079250,968793,1367643,1204760,1015508,957154
7500,Deltona,563598,12,Florida,FL,81.862244,82.057732,84.504578,84.68605,84.977692,85.273842,86.793716,86.985123,75.91967,76.235611,80.021866,80.265251,82.131302,82.458664,84.480453,84.73893,.22716407,.22129014,.26232964,.25371853,.33971801,.32854411,.39309534,.37952885,.17529619,.17712563,.23873661,.23724909,.29441211,.28965378,.37115198,.35931909,516141,448431,361211,239579,479750,411844,327929,217798
7600,Jacksonville,1176696,12,Florida,FL,81.232193,81.830009,83.801636,84.170296,85.42469,85.619789,87.895592,88.012566,74.776421,75.538567,79.253433,79.725822,81.954285,82.268692,84.977066,85.211349,.17923349,.18382987,.2218301,.21851237,.2296388,.22639982,.23622091,.2323481,.14998665,.15524456,.18493931,.18624945,.2055774,.20663099,.23270677,.22670193,843457,856963,832519,756583,777993,791124,811579,726408
7700,Lake City,149695,12,Florida,FL,81.041336,81.769623,83.460556,83.937981,84.644684,85.030312,88.308365,88.45797,75.347527,76.133766,79.115891,79.618164,80.62545,81.076958,85.059006,85.293472,.45670596,.44099057,.57055491,.54723096,.74110186,.71159101,.82325166,.79432547,.37662771,.37446716,.47427687,.46982175,.61846733,.60854542,.8675983,.84292167,130451,99057,75921,39373,117183,102048,72824,35479
7800,Ocala,377001,12,Florida,FL,82.038826,82.314262,84.35173,84.512329,85.658066,85.935387,86.932007,87.123802,76.011002,76.382721,79.966263,80.203568,82.573021,82.889938,84.0159,84.297195,.24845786,.24302454,.30307356,.29572257,.39435363,.38062406,.48897964,.47065431,.20135443,.20581669,.25695565,.25241169,.34668434,.33874765,.47660208,.46315897,375595,307308,229196,139287,330534,273421,194668,121606
7900,Gainesville,320199,12,Florida,FL,81.07991,81.618416,84.582069,84.906792,86.287643,86.585808,88.510803,88.633743,75.816124,76.474823,79.897766,80.328278,83.023613,83.384216,86.215714,86.444435,.35269836,.34591138,.41027105,.39815268,.53433299,.51157951,.54947019,.53457987,.28774473,.29012373,.37727296,.37169641,.45874971,.44508672,.46648842,.44919154,217260,201119,170226,141975,206686,177406,154642,131919
8000,Sumter,209914,45,South Carolina,SC,82.194969,83.519936,83.568474,84.493134,84.415337,85.052277,86.857811,87.252571,74.364517,75.977234,79.114426,80.084053,81.681046,82.353333,83.469467,83.965569,.40357873,.41758567,.53133291,.51111722,.60930693,.58996177,.80816466,.77372265,.28843758,.32111385,.43372872,.43495882,.52794623,.51506251,.72052014,.70086902,192652,137104,111447,67400,155974,134553,106821,60996
